record_id,ticker_folder,ticker_file,year_full,archive_period,document_type,file_name,relative_path,file_size_bytes,file_size_mb,sha256,status,notes
ACL_2022_83d24fc1,ACL,ACL,2022,2021_2025,annual_report,ACL_22CN_BCTN.pdf,ACL/ACL_22CN_BCTN.pdf,18870870,18.0,83d24fc1b36930871e8e7e7972708c1578d37cf6ea76e0e4efd6de7ac2c9c507,ok,
ACL_2023_3a40567c,ACL,ACL,2023,2021_2025,annual_report,ACL_23CN_BCTN.pdf,ACL/ACL_23CN_BCTN.pdf,18476273,17.62,3a40567cf2e5ca8b0e83adb4ac0ea2eb17c7501d45b1b237d71448e850b22a95,ok,
ACL_2024_323836b1,ACL,ACL,2024,2021_2025,annual_report,ACL_24CN_BCTN.pdf,ACL/ACL_24CN_BCTN.pdf,17428660,16.62,323836b1336d4bc0b8e55f759eac9732ef84db5b4d19e37c43c61218dda5dc9a,ok,
ACL_2025_3b1acf1c,ACL,ACL,2025,2021_2025,annual_report,ACL_25CN_BCTN.pdf,ACL/ACL_25CN_BCTN.pdf,11503975,10.97,3b1acf1c0118d11ddf11de6dcbc24f59ad9171da6225535cf0649fb6fbabc5af,ok,
ACM_2015_e3e2d19f,ACM,ACM,2015,2011_2015,annual_report,ACM_15CN_BCTN.pdf,ACM/ACM_15CN_BCTN.pdf,11515410,10.98,e3e2d19fe76e0cdc052432fdc6fcc40a127068f94e89a1a3141d6969ec5db95d,ok,
ACM_2016_0b264ec0,ACM,ACM,2016,2016_2020,annual_report,ACM_16CN_BCTN.pdf,ACM/ACM_16CN_BCTN.pdf,11858101,11.31,0b264ec0a9705233ac1cd03027b63fa3b710e5ec49b52c5967ed39ca4db88d18,ok,
ACM_2017_cb2fe7c1,ACM,ACM,2017,2016_2020,annual_report,ACM_17CN_BCTN.pdf,ACM/ACM_17CN_BCTN.pdf,1542825,1.47,cb2fe7c19bae0b3d0104f690bdfceef63519e768a06971950eb78c460f5e7baf,ok,
ACM_2018_c4dc99a6,ACM,ACM,2018,2016_2020,annual_report,ACM_18CN_BCTN.pdf,ACM/ACM_18CN_BCTN.pdf,11129934,10.61,c4dc99a6512f45d4a3f1afc8ea495ab99e81699e4ae1dba4c9ab312deec65974,ok,
ACM_2019_2c98367e,ACM,ACM,2019,2016_2020,annual_report,ACM_19CN_BCTN.pdf,ACM/ACM_19CN_BCTN.pdf,10052948,9.59,2c98367ef1f53e85fb05aef55da0b674448a4babe8a1f0722a8607346f6ae4d4,ok,
ACM_2020_f29c6dc4,ACM,ACM,2020,2016_2020,annual_report,ACM_20CN_BCTN.pdf,ACM/ACM_20CN_BCTN.pdf,6540554,6.24,f29c6dc4c4a9b3f817c1ce24d4bc26fd11ad793f9d6ce5f9d363af572fd17965,ok,
ACM_2022_dda5d9e2,ACM,ACM,2022,2021_2025,annual_report,ACM_22CN_BCTN.pdf,ACM/ACM_22CN_BCTN.pdf,12126919,11.57,dda5d9e27248ad1656cef7e7ff8e8bab12880dfaa7a9e72af46bf4afa020cffa,ok,
ACM_2023_071e372b,ACM,ACM,2023,2021_2025,annual_report,ACM_23CN_BCTN.pdf,ACM/ACM_23CN_BCTN.pdf,9212790,8.79,071e372b37db3430214f40dac04298c25047b1c99483808e72b2d642ad013d9d,ok,
ACS_2019_76939b04,ACS,ACS,2019,2016_2020,annual_report,ACS_19CN_BCTN.pdf,ACS/ACS_19CN_BCTN.pdf,4989442,4.76,76939b04ec693876e5e5bfa77c675f600d3e4e5655d79cce3e7441b7487aa306,ok,
ACS_2020_5a47c28d,ACS,ACS,2020,2016_2020,annual_report,ACS_20CN_BCTN.pdf,ACS/ACS_20CN_BCTN.pdf,4771109,4.55,5a47c28dc2ada8ecc089a44944570a7ac95c5657d9ea064e6c3215e428548664,ok,
ACS_2021_047e5c10,ACS,ACS,2021,2021_2025,annual_report,ACS_21CN_BCTN.pdf,ACS/ACS_21CN_BCTN.pdf,6754189,6.44,047e5c10c64ac008d3f5dbe9550816134549ecd8dedc48602baf52261201a050,ok,
ACS_2022_7434c569,ACS,ACS,2022,2021_2025,annual_report,ACS_22CN_BCTN.pdf,ACS/ACS_22CN_BCTN.pdf,6285689,5.99,7434c569dac364e143d1c45aa705b30d556cef9a493ef1d1f8e8c5aa7d395e7e,ok,
ACS_2023_1c7767de,ACS,ACS,2023,2021_2025,annual_report,ACS_23CN_BCTN.pdf,ACS/ACS_23CN_BCTN.pdf,4780770,4.56,1c7767dedc5c1453f3fb1daf2f684d3f576c06fa54d4e6df3407b3ab9c9ccbdd,ok,
ACS_2024_ba166f64,ACS,ACS,2024,2021_2025,annual_report,ACS_24CN_BCTN.pdf,ACS/ACS_24CN_BCTN.pdf,4248989,4.05,ba166f64c99086c27cfe74d3063bc9156b515774c5103c1dbf6dd8ee0ef437b9,ok,
ACS_2025_86d6ecff,ACS,ACS,2025,2021_2025,annual_report,ACS_25CN_BCTN.pdf,ACS/ACS_25CN_BCTN.pdf,4131579,3.94,86d6ecffd1be8f022de74660bd36c85f9eeecb112ccf2a729894ac11fcb7802b,ok,
ACV_2016_ea0a8f32,ACV,ACV,2016,2016_2020,annual_report,ACV_16CN_BCTN.pdf,ACV/ACV_16CN_BCTN.pdf,1196460,1.14,ea0a8f32bf73cee578a6121eaf61e0ea2ead58fbb526db6afa8dcde0685ff86e,ok,
ACV_2017_ead4297e,ACV,ACV,2017,2016_2020,annual_report,ACV_17CN_BCTN.pdf,ACV/ACV_17CN_BCTN.pdf,21999265,20.98,ead4297e9fccf6d8b12a060112140a199e9296e0a77e3abc904a0d298bd8082f,ok,
ACV_2018_b18a7511,ACV,ACV,2018,2016_2020,annual_report,ACV_18CN_BCTN.pdf,ACV/ACV_18CN_BCTN.pdf,12742279,12.15,b18a751156d725a84a0910b50f6426ff5b276e70c4feb7a686a9f625bb4dad1f,ok,
ACV_2019_45eb9544,ACV,ACV,2019,2016_2020,annual_report,ACV_19CN_BCTN.pdf,ACV/ACV_19CN_BCTN.pdf,2125121,2.03,45eb9544eab9f1f4e1127284f19fdf0fbd3f676bdb2bd0974ff031f5916dcb5d,ok,
ACV_2020_307d88c2,ACV,ACV,2020,2016_2020,annual_report,ACV_20CN_BCTN.pdf,ACV/ACV_20CN_BCTN.pdf,1575411,1.5,307d88c2b2d75f8dd71fca3936afd33f05f90f313f3ac66f189a48da3c204c35,ok,
ACV_2021_ebfa7697,ACV,ACV,2021,2021_2025,annual_report,ACV_21CN_BCTN.pdf,ACV/ACV_21CN_BCTN.pdf,2006998,1.91,ebfa7697847d88eccdc3c7413e6b9b53dabcf7708cfe3d9206b69de1c108816f,ok,
